section,grave_id,row,column,inscription
C,11,5,7,"IN Memory of Betty the Wife of John Appleyard of Ponden Mill, who died Augt 22nd 1815, Aged 58 Years.
ALSO of the abovenamed JOHN APPLEYARD, who died May 31St 1843, in the 82nd year of his age.
ALSO of MARY, Relict of the above who died March 13th 1846 Aged 67 Years.
[on back of stone] How short is life How soon comes death"
C,12,6,2,"In Memory of Mary, Wife of Samuel Ogden of Oldfield, who died Dec 26th 1847, in the 70th Year of her Age.
ALSO of Esther their Daughter, who died March 9th 1851, in the 28th Year of her Age.
ALSO of the Samuel Ogden who died Feb.7th 1859, aged 81 Years."
C,13,6,7,"In Remembrance of STEPHEN WRIGHT of Cullingworth, who died April 11th 1861 Aged 89 years
ALSO of HANNAH, his wife, who died April 2nd 1851, Aged 81 years.
ALSO of WILLIAM WRIGHT their son of Moorcock, Thornton who died April 19th 1886 Aged 76 Years.
ALSO of SARAH, wife of the above named William Wright who died July 17th 1887, Aged 76 Years."
C,14A,6,8,[broken off]
C,14,6,9,"Here lieth the body of Michael Tillotson of Hallgreen who departed this life the 24th day of September in the 50th year of his Age 1723
ALSO of Sarah wife of the abovesaid Michael Tillotson of Hall green who departed this life January ye 2d 1753 in the 7th Year of her age."
C,15,6,10,"Here lieth the Body of William Rushworth of Mouldgreave in Oxenhope who departed this Life the 18th Day of February in the Year of our LORD 1763.
And in the 57th Year of his Age.
ALSO here lieth the Body of Susan Relict of the abovesaid William Rushworth, who departed this Life the 13th Day of May 1780. In the 76th Year of her Age.
Also John Rushworth their Grand - son who died Augt 10th 1826, in the 59th Year of his Age.
ALSO of Sally, wife of THOMAS RUSHWORTH of MARSH, who died Septr 4th 1853, aged 82 Years.
ALSO of the abovenamed THOMAS RUSHWORTH, who died April 4th 1855, aged 86 Years.
ALSO of JOSEPH, son of the above THOMAS & SALLY RUSHWORTH, who died Feby 14th 1884 aged 80 years.
Also of MERCY, wife of the above Joseph Rushworth who died April 6th 1887, in the 73rd year."
C,16,6,11,"Here lieth the Body of John Rushworth of Isle; who departed this Life the 6th Day of October 1779. In the 31st Year of his Age.
Remember Man as thou pass by
As thou art now so once was I
As I am now so must thou be
From Life to Death must follow me.
ALSO of Thomas, Son of John & Martha Rushworth of Isle, who died Decr 9th 1845, in the 37th Year of his Age.
ALSO of the above named John Rushworth, who departed this Life Jany 9th 1846, in the 72nd Year of his Age.
ALSO of the above Martha, relict of the said John Rushworth, who died August 28th 1860, in the 81st Year of her Age.
ALSO of Jonas, their Son, who departed this Life, September 4th 1861, in the 40th Year of his Age."
C,17,6,12,"In Memory of Jonas Rushworth the Son of John and Ann Rushworth of Isle who departed this Life the 26th Day of January 1794
and in the 15th Year of his Age.
ALSO Ann Mother of the said Jonas Rushworth who departed this Life Nov: 24th 1811, in the 64th Year of her Age.
ALSO of Sarah Rushworth of Isle, who died December 11th 1839, in the 27th Year of her Age.
ALSO of John Rushworth of Isle who died the 9th day of Jany 1845 in the 36th Year of his age.
ALSO of Mary, daughter of John & Martha Rushworth of Isle, who died January 4th 1876, in the 78th year of her Age.
ALSO of JAMES their Son, who died October 2nd 1876, in the 72nd Year of his Age"
C,18,7,12,"[broken away]
HERE LIETH THE BODY OF JOHN REDMAN OF SLACK STANBURY DECEASED OF MARCH THE ?6 YEAR OF HIS AGE 1722
JOHN SON OF JOHN REDMAN OF STANBURY MAY 12 1735
Also Ann the wife of John Redman buried March the 30th 1748."
C,19,7,13,"Here lieth the 	body of Susanna the Daughter of Widdow Hartley of Oxenhope buried the 6th day of August Anno Dom. 1733
Bernard Hartley  1753
Judith Hartley  1763"
C,20,7,14,"John MOORE
BURYED Jan 13
1665"
C,21,7,2,"In MEMORY of John Hopkinson of Hilltop who died August 24th 1814, Aged 60 Years
ALSO of Betty Relict of the above John Hopkinson who died April 13th 1842 in the 88th Year of her Age.
ALSO of Sarah wife of John Brown and daughter of the above who died Decr 3rd 1858 in the 79th Year of her Age.
ALSO of George, Son  of the above named John and Sarah Brown of the same place, who died August 6th 1865, in the 66th Year of his Age."
C,22,8,1,"In MEMORY  of TIMOTHY the Son of JAMES and MARGARET FEATHER of Lane Ends who died April 14th 1843 in the 8th Year of his Age.
Also of the above Margaret Wife of the said James Feather who died Novr 26th 1849, in the 36th Year of her Age."
C,23,8,2,"In MEMORY of Betty, the Daughter of Robert and Susan Feather of Uppertown who died May 21st 1816 in the 17th Year of her Age.
ALSO Susan his Wife and Mother of the above who died April 2nd 1820 in the 49th Year of her Age.
ALSO Jonas their Son who died Jany 21st 1825, Aged 27 Years
ALSO Susanna their Daughter who died March 4th 1829 in the 20th Year of her Age.
Also Betty Daughter of Mary Feather, who died April 2nd 1830 in the 3rd Year of her Age.
ALSO the abovesaid Robert Feather who died January 5th 1837 AGED 67 YEARS."
C,24,8,3,"In MEMORY of John Fawthrop of Hall? (who) died May 31st 1821, Aged 66 (years?)
Joyful lay this body down And leave this lifeless clay Without a sigh without a groan And stretch and soar away.
ALSO Sally his Wife who (died) Novr 19th 1825 Aged 74 (years)
Also of William their (son?) who died March 31st 185(4?) in the 71st Year of his Age."
C,25,7,4,"In Memory of Sarah Tillotson of Haworth who died the 4th Day of December 1802, In the 79th Year of her Age
ALSO of Nancy, Daughter of Hiram and Ann Hartley of Haworth, who died Septr 22nd 1838, in the 14th Year of her Age.
ALSO of Thomas their Son who died Decr 16th 1845 in the 11th Year of his Age.
ALSO of John their Son who died Decr 27th 1845 in the 18th Year of his Age.
ALSO of Nelly their Daughter who died Jany 8th 1846 in the 13th Year of her Age.
Also of the abovenamed HIRAM HARTLEY who died JANUARY 21st 1876 in the 78th Year of his Age.
Also of JOSEPH their Son, who died Decr 12th 1876, in the 54th Year of his Age.
Also the abovenamed ANN, wife of the above HIRAM HARTLEY who died July 4th 1881, in the 82nd Year of her Age."
C,26,8,5,"[Top and left side overlapped by C024 and C025]
who died the 16th Day (of) November 1784 in the
Year of her Age
Also Ann Mother of the
who departed this
30th 1791 Aged 68
(M)ary Aykroyd who died 1827 Aged 62 Years.
William Wood who died 27th 1830 Aged 42 Years"
C,27,8,6,"In Memory of Sarah Daughter of John Wright of Pears close, who died in her Infancy
ALSO Hannah the Wife of Jonathan Wright of Haworth, who died June 29th 1829 in the 52nd Year of her Age.
ALSO of the abovesaid Jonathan Wright, who died June 28th 1837, in the 70th Year of his Age.
ALSO of Robert, Son of the aforenamed Jonathan & Hannah Wright who departed this LIFE April 5th 1839, in the 26th Year of his Age."
C,28,8,7,"Here lieth the Body of Susanna the Daughter of Joseph Rushworth of Mouldgreave who departed this Life the 18th Day of September 1767
In the 1st Year of her Age.
Also here lieth the Body of Joseph Rushworth Father of the abovesaid Susanna who departed this Life the 18th Day April 1773.
In the 37th Year of his Age.
Also here lieth the Body of Grace, Relict of the abovesaid Joseph Rushworth who departed this Life the 14th Day of October 1784
In the 63d Year of her Age.
ALSO John Son of Thomas and Sally Rushworth died Augt 16th 1822, Aged 16 Years."
C,29,8,8,"Here lieth the Body of Rebecca the Daughter of Robert Fether of Old Oxenhope, who departed this Life the 28th Day of May 1784,
In the 18th Year of her Age.
ALSO Alice Wife of the above who died June 11th 1820, Aged 78 Years.
ALSO Ann Daughter of John and Martha Hartley of Hoyl who died May 19th 1830 Aged 2 Years.
ALSO Sarah Ann their Daughter who died May 27th 1835, Aged 1 Year."
C,30,8,11,"HERE Lieth the Body of Betty Wife of Thomas Feather of Old Oxenhope who departed this LIFE the 14th DAY of September 1778
in the 47th Year of her Age.
Also Thomas Feather Husband of the above who died July 29th 1807 Aged 85 Years
ALSO of Amy, Wife of George Feather of Old Oxenhope, who died Septr 28th 1806, Aged 47 Yrs.
ALSO of the above mentioned George Feather, who died May 4th 1838, Aged 85 Years."
C,31,8,12,"Here Lieth the Body of Nancy the Wife of James Akeroyd of High-binns, who departed this Life the 4th Day of December, 1765
In the 50th Year of her Age
ALSO the said James Akeroyd who died Decr 21st 1792, Aged 77 Years.
ALSO Roberts (sic) the Son of James and Sarah Akeroyd who died May 1st 1814 in the 2nd Year of his Age.
ALSO James Son of Thomas and Ann Akeroyd who died May 14th 1821 in the 2nd Year of his Age.
ALSO John Son of James & Sarah Akeroyd who died Jany 7th 1825 Aged 27 Years
ALSO Hannah the Daughter of James and Sarah Akeroyd who died April 27th 1842, aged 27 years"
C,32,8,13,"Here lieth the Body of Mary the Daughter of James and Susanna Akeroyd of Haley who died Jan. 27th 1802 In the 24th Year of her Age.
After a short Rough Journey trod Belov'd by Men, Angils (sic) and God.
She fell asleep without a sigh, The Christian lives and cannot Die.
ALSO the abovesaid James Akeroyd who died Aug 19th 1823 in the 77th Year of his age.
ALSO Susanna his wife who died Jany 31st 1824 Aged 81 Years.
ALSO Mary Daughter of Thomas and Ann Akeroyd who died Dec 31st 1827, Aged 3 Years.
ALSO of James Akeroyd Son of the abovenamed James and Susanna Akeroyd who died FebY 4th 1845, in the 77th Year of his Age.
ALSO of Sarah, relict of the above named James Akeroyd, who died Augt. 11th 1848, in the 78th Year of her Age.
Also of MICHAEL AKEROYD Son of James & Sarah Akeroyd, who died August 15th 1880, in the 79th Year of his Age."
C,33,8,14,"IN MEMORY OF Joseph Robertshaw of BENTLEY HEY who died NOV 3rd 1827. Aged 58 Years.
ALSO of Nancy Relict of the above Joseph Robertshaw, who died Decr 23rd 1835. Aged 62 Years.
ALSO of Grace, Daughter of Timothy and Martha Robertshaw, who died Feby 20th 1845, Aged 1 Year
ALSO of an Infant of theirs 1842.
ALSO of the aforenamed Timothy Robertshaw, who died Jany 2nd 1852, Aged 47 Years."
C,34,10,16,"Ann wife of Nicholas Whitakers Innen:
Mary daur of 1654.
Thomas Whit(akers) Novr 10 1655"
C,35,10,15,"In Memory of Mary the Daughter of Joseph and Lydia Sunderland of Moorside who died May 26th 1800 Aged 4 Years:
The great Jehovah full of love, His Angel bright did send To fetch away this harmless Babe To Joys that never end.
ALSO the abovesaid Lydia Sunderland who ... 1819, in the 69th Year of her Age.
ALSO the abovesaid Joseph Sunderland who died June 14th 1824 (sic) in the 72nd Year of his Age.
ALSO of Holmes Sunderland of Moorside, who died July 5th 1851, in the 71st Year of his age."
C,36,10,14,"In MEMORY of John Son of John and Susan Thomas of Haworth who died March 29th 1793, in the 2nd Year of her Age.
ALSO Richard their Son who died in his Infancy.
ALSO in Memory of Sally Daughter of William and Grace Roberts of Leeming who died May 22nd 1808, in the 8th Year of her Age.
ALSO Pighills and Hartley their Sons who died June 5th 1808, in the 6th and 1st Years of their Ages.
ALSO of William Roberts Father of the aforesaid who died November 1(8?) 1809, in the ?0th Year of his Age.
ALSO Thomas their Son who died in his Infancy.
ALSO Grace Wife of the above said William Roberts who died Octr 4th 1827, in the 54th Year of her age."
C,37,10,13,"Here lieth the Body of Abraham, the Son of Abraham Sunderland of Cunniegarrs; who departed this Life the 1st Day, of June 1781.
And in the 24th Year of his Age.
ALSO Grace wife and Mother of the abovesaid who departed this Life October 1st 1811 Aged 84 Years
ALSO the abovesaid Abraham Sunderland who Departed this Life October 27th 1822, in (sic) the 92nd Year of his Age.
ALSO of Matty, wife of Abraham Sunderland, who died Septr. 4th 1846, in the 61st Year of her Age.
ALSO of the last named Abraham Sunderland, who died July 25th 1870, in the 86th Year of his Age."
C,38,10,12,"[photograph]
GOARGE
HEATON
APR. 22: 1657
S S
1700
G S 17
27
William Sunderland
buried here 1747
Also Mary Daughter
of Abraham Sunderland:
who died the
10th of March 1790 (in)
the 27th Year of her Age.
Also William his Son
died June 19th 1817
Aged 63"
C,39,9,12,"In Memory of Sarah, Wife of Samuel Sunderland of Henfield Side, who died March 5th 1841, aged 78 Years
ALSO of the above Samuel Sunderland who died April 3rd 1842, aged 82 Years."
C,40,10,11,"GEORGE Fether of Bents died January VIth 1737 In the 88 year of his Age.
Also Susan wife of George Fether of Bents died November the 7th 1746. Aged 82 Years.
See No Man Molest our bones.
Also Susan Wife of Thomas Ackroyd and Daughter of the abovesaid who departed this Life September 14th 1776 and in the 74th Year of her Age."
C,41,10,10,"JOHN Fether Feb: 25: 1744 Aged 92.
Also Ann his wife July ye 19th 1744. Aged 86.
Also James Son of Thos: Fether June the 7th 1757. Aged 22.
Also Mary the Daughter of Robert Fether of Old Oxenhope, who departed this Life the 6th Day of June 1781. In the 13th Year of her Age.
Also Martha Wife of Timothy Feather of Hawksbridge who died the 30th of May 1788.  And In the 64th Year of her Age."
C,42,9,10,"SACRED to the memory of Infant sons of George and Sally Feather of Pinnelend.
Also of the above Sally, wife of the said George Feather, who died May 17th 1850, In the 42nd Year of her Age.
Also of Akroyd, son of the above George Feather and Hannah his wife, who died June 18th 1855, Aged 32 weeks,"
C,43,10,8,"Here lieth the Body of Mary the wife of Timothy Fether of Hawksbridge who departed this Life the 15th Day of October
in the Year of our LORD 1805 and in the 79th Year of her Age.
ALSO Ann the wife of James Fether of Pinnelend who died Feby 28th 1829 in the 39th Year of her age.
ALSO Matty, the daughter of the above James and Ann Feather (sic) who died Decr 18th 1834 in the 46th Year of her Age.
ALSO the above named James Feather who died August 10th 1840 in the 72nd Year of his Age."
C,44,10,7,"In MEMORY of Rebecca, Daughter of John and Esther Feather of Hawks Bridge, who died Octr. 8th 1846 in the 2nd Year of her Age."
C,45,10,5,"In MEMORY of Betty, wife of John Stoney of Haworth, who died April 22nd 1815, in the 38th Year of her Age.
ALSO of Esther their DAUGHTER who died Jany 3rd 1819 in the 4th Year of her Age.
ALSO of Betty their DAUGHTER who died Augt 15th 1839, in the 27th Year of her Age.
ALSO of two Infants of theirs.
ALSO of Mary Ann and Joseph their Grandchildren.
ALSO of the abovenamed John Stoney, who died August 4th 1858, in the 86th Year of his Age."
C,46,10,4,[blank]
C,47,10,3,"In MEMORY of Mary the Wife of George Hopkinson of Hawcliffe,  who died Decr 9th 1812 Aged 59 Years.
Mourn not for me but silent keep I am not dead but fallen asleep, Till the Archangel warning give, Then shall I rise revive and live.
ALSO the said George Hopkinson who died July 16th 1816 Aged 56 Years.
ALSO of William Hopkinson of Brow Top, who died Novr 16th 1848, in the 62d Year of his Age.
ALSO of Elizabeth, relict of the aforenamed William Hopkinson, who died December 7th 1865 in the 82nd Year of her Age.
W. Hopkinson. Owner"
C,48,10,1,"In MEMORY of Elizabeth, Daughter of John & Martha Feather of VALE-MILL, (sic) who died May 19th 1837, in the 2nd Year of her Age.
ALSO of the abovenamed Martha Feather, who died Jany 3rd 1842, in the 28th Year of her age.
ALSO of the above named JOHN FEATHER who died March 20th 1885, in the 81st Year of his Age."
C,49,11,1,"IN MEMORY of Betty the Wife of Isaac Denby of Hoyl who died Feb. 13th 1812 in the 62nd Year of her Age.
ALSO of Sally their Daughter & Wife of Thomas Parker of back of the hill near Leeming, who died Mar 23rd 1840, in the 51st Year of her age.
Far from my thoughts, vain world, begone, Let my religious hours alone; Fain would my eyes my Saviour see, I wait a visit, Lord, from thee."
C,50,11,2,"IN MEMORY of Jonas the Son of Jacob and Rebecca Denby of Sawood who died Novr 11th 1816, Aged 1 Year
Also Robert their Son who died March 23rd 1824, in the 2nd Year of his age.
ALSO of Israel their Son who died Jan. 1st 1830, in the 22nd Year of his Age
HARK! from the Tombs a doleful sound
My ears attend the cry.
Ye living men come view the ground
Where you must shortly lie.
ALSO of the abovenamed Jacob Denby, who died June 5th 1851 aged 74 Years.
Also of the above Rebecca, wife of the said Jacob Denby, who died June 12th 1860, in the 84th Year of her Age."
C,51,11,5,"Here lieth the Body of William Haste of Haworth who departed this life the 24th day of February 1744 And in the 43d year of his Age.
Ann Royds 1768
George Battersby 1776. Aged 60
Grace Battersby his wife 1786. Aged 70
ALSO John Storey of Stubbing, who died Feby 12th 1855, in the 61st Year of his Age."
C,52,11,7,"Here lieth the Body of Sarah wife of Timothy Fether of Uppertown who departed this life July VI 1755 in ye 80th
Also David Son of the abovesaid who died September the 15th 1777 And in the 76th Year of his Age.
Also here lieth the Body of Timothy Fether of Greatstone in far Oxenhope who departed this Life the 30th Day of November 1798
and in the 95th Year of his Age.
ALSO in Memory of Rebecca the Wife of David Fether of Stair(?) who died Jan. ? 1818 in the 38th Year of her Age.
ALSO of the above named David Feather who died April 24th 1872 in the 86th Year of his Age."
C,53,11,8,"HERE RESTETH THE BODY OF MARY WIFE OF JOSEPH HOLMS WHO DEPARTED THIS LIFE THE 12 DAY OF OCTOBER 1722
Also Martha Wife of Joseph on of Stanbury (b)uried the 24th  ovemb 40(?)
E.H. 1759
J H. 1766
George Aykroyd Aged 52 1819"
C,54,11,9,"I H OCTOBER 1642
I H MAY 1679
William Cook died 1820"
C,55,11,10,"IN MEMORY of Susan, Wife of John Cook of Bents, who died Augt 2nd 1827, Aged 44 Years.
ALSO of the aforenamed John Cook, who died May 16th 1861, in the 78th Year of his Age.
Also of MARY, Relict of the abovenamed JOHN COOK, who died June 20th 1863, in the 77th YEAR of her AGE."
C,56,11,11,"D F 16 8 3 Mary Fether
1772 Also John Fether who died November 2nd 1792 Aged 72 Years
In Memory of Mary the wife of John Moorhouse & Daughr of the above who died Febry 25th 1795. Aged 39."
C,57,11,12,"Here lieth the Body of Joseph the Son of Joseph and Nancy Ogden of Mould greave who departed this Life the 31st Day of August 1794
In the 4th Year of his Age.
ALSO the abovesaid Joseph Ogden who departed this Life March 13th 1822 in the 57th Year of his Age.
Be ye also ready for in such an hour as ye think not the Son of Man cometh. Matthew XXIV 44(?)
ALSO of the above Nancy Ogden Relict of the said Joseph Ogden who departed this Life Novr 2nd 1837, in the 71st Year of her Age."
C,58,11,13,"IN MEMORY of Thomas the Son of John and Betty Feather of Horkinstone, who died June 12th 1819, in the 8th Year of his Age.
ALSO of Grace their Daughter who died Feby 9th 1831 in the 7th Year of her Age.
ALSO of Betty Wife and Mother of Betty Wife and Mother of the above who died Feby 16th 1834 in the 45th Year of her Age.
ALSO of Sally their Daughter who died April 15th 1849, in the 21st Year of her Age.
Also of the abovenamed John Feather who died March 3rd 1673 in the 84th Year of his Age.
ALSO of Palina, relict of the above John Feather, who died December 18th 1878, Aged 66 Years."
C,59,11,14,"Here Resteth the Body of Joseph Ogden of Denhom he departed this Life the 22 day of February Ann. Dom 1727 In the 53(?) year of his age.
ALSO Isaac Son of William and Nelly Ogden who died Augt 30th 1820 Aged 7 Years
ALSO the abovesaid William Ogden who died Feby 18th 1836. Aged 66 Years.
Also of Ellen, wife of John Midgley, who died Sep. 9th 1846, aged 31 years."
C,60,11,15,"NICHOLAS WHITAKER BURYED DE s 30  1702
IH  1721 Michael Whitaker died May 19th 1738 Aged 66 years."
C,61,11,16,"Here lieth the Body of Joseph Ogden of Mouldgreave who departed this Life the 11th Day of April 1783 And in the 48th Year of his Age
ALSO Mary his Wife who departed this Life Jany 21st 1811 in the 86th Year of her Age.
ALSO Hannah the Wife of Thomas Ogden who died Feby 24th 1829 in the 26th Year of her Age.
Also of Henry, Son of John and Sally Ogden of Yate, who died September 20th 1846, in the 2nd Year of his age."
C,62,11,17,"I indeed have bapt you with water but He shall baptize you with THE HOLY GHOST
W. Grimshaw
A B Minister
A D 1742"
C,63,11,18,"Here lieth the Body of Nathan the Son of Ishmael Ogden of Buttergate Sykes who departed this Life the 20th Day of November 1776
And in the 19th Year of his Age
Also here lieth the Body of Ishmael the Son of Ishmael Ogden of Lees who died April 1st(?) 1797 and in the 4th Year of his Age
Also of Ellen the Daughter of Joseph and Sarah Pollard of Thornton who died Feby 6th 184(?) in the 3d Year of her Age.
ALSO of Ellen, wife of William Pollard who died March 12th 1848 in the 53rd Year of her Age
ALSO of William Son of the above Joseph & Sarah Pollard who died April 1st? 1849 Aged 10 months."
C,64,11,19,"Here lieth the Body of Ishmael Ogden of Buttergate Sykes who departed this life the ... day of July 1742 Aged 75 Years.
Also Ishmael Ogden junior buried here ye ... day of December in the (60)th year of his Age.
Also Susanna the wife of Ishmael Ogden Junior who departed this Life the 7th day of May 1772 Aged 48 Years."
C,65,13,16,"[C065 overlapped by C063]
Here lieth
of Thom of Stairshole
parted this day of May in the year
of our Lord 1754 and
in the 41st Year of his age.
Also John Tateham,
buried July 25th 1758
in the 24th Year of his age.
S.M."
C,66,13,15,Here lieth the Body of Annie Holmes of Isle 1742
C,67,13,14,"Here lieth the Body of Mary the Daughter of John Fether of Shaw who departed this Life the 3rd Day of February in the Year of our Lord 1761.
In the 40th Year of her Age.
Also here lieth the Body of Sarah Relict of the above said John Fether, who departed this Life the 8th Day of June 1785. In the 88th Year of her Age.
ALSO Mary Ogden of Sykes who died Feby 1820 in the 71st Year of her Age."
C,68,13,13,"Here lieth the Body of Mary, the Wife of John Whitaker of Sawood who departed this Life the 27th Day of December 1776 Aged 60
ALSO the abovesaid John Whitaker who died April 22nd 1808 Aged 92 Years.
ALSO Sarah Hartley who died June 24th 1837. Aged 93 Years."
C,69,13,12,"IN MEMORY  OF JOHN CRAVEN of Oakworth, who died February 8th 1806, Aged 71 Years.
ALSO of SUSAN his Wife, who died December 12th 1806 Aged 76 Years.
ALSO Joseph Firth who died April 4th 1822. Aged 58 Years."
C,70,13,11,"In Memory of Salley, John, Salley, Salley and Joseph Children of Thomas and Ann Fether, of the Parish of Kighley;
and two who died in their infancy, the 10th of July 1792.
Also Susan their Daughter who died October 13th 1802. In the 1st Year of her Age.
ALSO Ann wife of the said Thomas Fether who died June 11th 1820, in the 59th Year of her age.
ALSO the above Thomas Feather who died July 14th 1834, Aged 81 Yrs.
ALSO Martha Wife of John Feather who died Octr 22nd 1838, Aged 39 Years.
ALSO James, Son of John & Nancy Berry, who died May 19th 1847, Aged 2 Years.
ALSO the above John Berry who died Feby 15th 1850. Aged 25 Years."
C,71,13,10,"IN  MEMORY of Jonathan Whitaker of Uppertown, who died July 2nd 1817, in the 65th Year of his Age.
ALSO of Mary Relict of the above who died Feby 11th 1837, in the 83rd Year of her Age."
C,72,13,9,"Elisabeth Cooke 1758
Joseph Cooke
1770
John Cook  1780
Fanny Wife of John Cook died Feby 1st 1820 Aged 65 Years
ALSO the said John Cook died Augt 7th 1820 Aged 71 Years."
C,73,12,9,"THOMAS BENS 1669
WILLIAM COOKE 1721
Sarah Cooke 1728
Pharaoh Cooke 1737
Mary Cooke (179?) 5"
C,74,13,8,"JONAS RUSHWORTH
FEB. 1670
Samuel Rushworth 1772
Also Alice Widdop of Haworth who departed this Life December 17th 1802. In the 60th Year of her Age.
ALSO Greenwood Son of John and Rebecca Greenwood who died July 16th 1837, Aged 40 Years."
C,75,13,7,"Judith Feather	} 1770
Martha Feather	}
Mary & Hartley Feather of Sawood.
Also Pharoah Feather Aged 72. 1795
Also Sarah his Wife Aged 72
J. Feather Owner."
C,76,13,6,"In MEMORY of Mary, Daughter of EDMUND and MARY APPLEYARD, who died Oct. 8th 1830, in the 3rd Year of her Age
ALSO of EDMUND APPLEYARD of Haworth (Grandfather of the above,) who died Sep. 3rd 1841. In the 78th Year of his Age.
Blessed are the peacemakers: for they shall be called the children of God.
ALSO of MARY relict of the above named EDMUND APPLEYARD, who died Oct. 10th 1844, in the 78th Year of her Age.
ALSO of Sally their Granddaughter and Daughter of Edmund and Mary Appleyard, of Keighley, who died May 28th 1866, in the 27th Year of her age.
This stone belongs to JOSEPH APPLEYARD & BROTHERS"
C,77,13,4,Here lieth the Body of John Battersby of Moorhouse who departed this Life the 9th Day of February 1781. And in the 34th Year of his Age.
C,78,13,3,"In MEMORY of Betty the Daughter of James and Sally Hopkinson of Height who died April 13th 18?? Aged 11 Years
ALSO Grace their Daughter who died Jan. 18  1825 Aged 18 Years.
ALSO of the above Sally Wife of the said James Hopkinson who died Novr 10th 1844 in the 75th Year of her age.
ALSO of the above named James Hopkinson, who died Novr 10th 1851. in the 81st Year of his Age."
C,79,13,2,"[stone worn away]
In Memory of THOMPSON Son of James Elias and Mary Ann Fletcher of Northives who died APRIL 10th 1842 in the 2nd Year of his Age."
C,80,13,1,"In MEMORY of Sarah Ackroyd of Hoblane who died April 27th 1823 in the 58th Year of her Age.
ALSO of an infant of Robert and Sally Stoney 1829.
ALSO of Humphrey their Son who died June 25th 1836: in the 1st Year of his Age.
ALSO of Fanny their Daughter who died June 4th 1845 in the 5th Year of her Age.
ALSO of ROBERT, Son of Thomas & BETTY PHILLIP and Grandson of the above Robert and Sally Stoney who departed this Life March 29th 1861.
In the 2nd Year of his Age.
ALSO of THOMAS STONEY of GINNEL who departed this life Augt 4th 1870, Aged 60 Years.
ALSO of the abovenamed ROBERT STONEY who departed this life March 11th 1875, in the 74th Year of his Age.
ALSO of SARAH, Relict of the above Robert Stoney who departed this life May 19th 1877, in the 77th Year of her Age.
R. Stoney. Owner"
